alert_id,rise_days,flux_g,flux_r,color_g_minus_r,class,class_probability,gw_overlap
SIM00744,28.720444,4.66841123,4.57549850,-0.021827,SN II,0.5800,0.512087
SIM00745,26.905203,3.18098636,4.44379088,0.362980,SN II,0.5800,0.804170
SIM00746,43.298983,3.98849005,2.99123738,-0.312394,SN II,0.5800,0.477877
SIM00747,6.884703,0.69074996,0.82605974,0.194226,SN II,0.5800,0.454653
SIM00748,16.033911,1.23314680,1.10712774,-0.117043,SN Ia,0.9100,0.194208
SIM00749,33.383735,3.17435241,2.66135404,-0.191381,SN II,0.5800,0.703737
SIM00750,9.656231,0.82837690,0.98648019,0.189651,SN II,0.5800,0.973014
SIM00751,33.896675,7.76507467,9.36291860,0.203164,AGN flare,0.6700,0.719512
SIM00752,3.760095,0.05201430,0.06785232,0.288605,SN II,0.5800,0.721986
SIM00753,28.728307,1.97652175,1.60998189,-0.222702,SN II,0.5800,0.632228
SIM00754,44.624608,1.08844280,0.89537577,-0.212001,SN II,0.5800,0.355261
SIM00755,40.555312,4.17974914,3.22470158,-0.281652,AGN flare,0.6700,0.106700
SIM00756,7.770524,0.95656428,1.33287638,0.360189,SN II,0.5800,0.911722
SIM00757,35.968992,4.48538092,3.54263867,-0.256181,AGN flare,0.6700,0.108866
SIM00758,25.790304,2.13029038,1.86689777,-0.143296,SN II,0.5800,0.021218
SIM00759,40.990320,6.19704742,8.59150049,0.354710,AGN flare,0.6700,0.436747
SIM00760,33.226031,3.97849063,5.12811962,0.275600,AGN flare,0.6700,0.133830
SIM00761,1.566529,0.02525331,0.02437537,-0.038417,kilonova,0.7200,0.009124
SIM00762,37.533725,4.24280221,3.09841401,-0.341283,AGN flare,0.6700,0.889021
SIM00763,24.504048,1.21266499,1.37905063,0.139598,SN Ia,0.9100,0.885314
SIM00764,22.319231,2.27396608,1.97923468,-0.150717,SN Ia,0.9100,0.905795
SIM00765,17.834878,1.45409101,1.14636003,-0.258176,SN II,0.5800,0.199905
SIM00766,21.081918,3.71427493,4.43815157,0.193320,SN Ia,0.9100,0.439629
SIM00767,3.972547,0.12679254,0.13052799,0.031525,SN II,0.5800,0.400216
SIM00768,30.607415,2.90602510,3.35551844,0.156151,SN II,0.5800,0.692032
SIM00769,21.755412,2.51644207,2.81678005,0.122415,SN Ia,0.9100,0.062742
SIM00770,11.498445,1.51348083,1.47505815,-0.027919,SN II,0.5800,0.788053
SIM00771,37.248210,4.95261269,3.59957599,-0.346458,AGN flare,0.6700,0.093797
SIM00772,43.950615,1.91393598,1.40497558,-0.335647,SN II,0.5800,0.240451
SIM00773,41.950115,2.56231042,3.46231752,0.326838,SN II,0.5800,0.638639
SIM00774,41.448301,1.34326635,0.95742047,-0.367649,SN II,0.5800,0.757120
SIM00775,5.567901,0.79859000,0.66351349,-0.201185,SN II,0.5800,0.807064
SIM00776,8.163963,0.43299806,0.54162295,0.243028,SN II,0.5800,0.889666
SIM00777,41.319413,1.84194317,2.00610874,0.092696,SN II,0.5800,0.821353
SIM00778,23.108907,3.91745961,4.93464563,0.250629,SN Ia,0.9100,0.077622
SIM00779,3.386453,0.12492688,0.12216240,-0.024296,SN II,0.5800,0.007632
SIM00780,33.779840,2.01005953,2.54892784,0.257872,SN II,0.5800,0.457986
SIM00781,6.374759,0.39935378,0.39948696,0.000362,SN II,0.5800,0.110401
SIM00782,43.964047,2.73581487,2.09514632,-0.289681,SN II,0.5800,0.730173
SIM00783,38.388114,2.43008790,2.32635035,-0.047367,SN II,0.5800,0.302723
SIM00784,34.546509,2.18147844,3.02134470,0.353623,SN II,0.5800,0.768790
SIM00785,1.305531,0.00638877,0.00756893,0.184043,SN II,0.5800,0.598764
SIM00786,23.885500,2.63570664,2.97232432,0.130498,SN Ia,0.9100,0.648577
SIM00787,41.321772,5.57989919,7.47153828,0.316959,AGN flare,0.6700,0.837188
SIM00788,32.533514,1.78913616,2.31690350,0.280661,SN II,0.5800,0.430774
SIM00789,39.638089,3.07140796,3.09971788,0.009962,SN II,0.5800,0.706493
SIM00790,12.116439,0.95326701,0.88376456,-0.082195,SN Ia,0.9100,0.094717
SIM00791,20.486701,5.29128314,7.15667852,0.327876,SN Ia,0.9100,0.762332
SIM00792,37.820243,6.84463492,6.10498503,-0.124164,AGN flare,0.6700,0.249747
SIM00793,19.146297,0.76938480,1.01589426,0.301762,SN Ia,0.9100,0.920903
SIM00794,15.463153,3.75061419,4.96158496,0.303795,SN Ia,0.9100,0.794599
SIM00795,24.408727,2.31480792,2.12862677,-0.091039,SN Ia,0.9100,0.626977
SIM00796,17.153527,3.90461598,3.17359277,-0.225068,SN II,0.5800,0.530918
SIM00797,29.597376,5.34987769,5.27098046,-0.016131,SN II,0.5800,0.913782
SIM00798,31.351028,2.66720502,2.26355127,-0.178165,SN II,0.5800,0.287389
SIM00799,40.887528,0.95715524,1.14960605,0.198917,SN II,0.5800,0.989703
SIM00800,8.756256,1.03462612,1.22442458,0.182872,SN II,0.5800,0.746026
SIM00801,34.137839,1.65962843,1.19389284,-0.357614,SN II,0.5800,0.691147
SIM00802,10.205495,1.30248618,1.49825702,0.152033,SN II,0.5800,0.591130
SIM00803,29.869099,4.62708407,4.22327920,-0.099144,SN II,0.5800,0.063941
SIM00804,3.944112,0.07382137,0.05902480,-0.242869,SN II,0.5800,0.112863
SIM00805,22.722493,5.83260974,5.19929328,-0.124797,SN Ia,0.9100,0.769435
SIM00806,8.827228,0.36770139,0.36264924,-0.015021,SN II,0.5800,0.689520
SIM00807,20.576828,1.86008558,2.51598241,0.327937,SN Ia,0.9100,0.342346
SIM00808,37.620595,2.01070357,1.72594591,-0.165802,SN II,0.5800,0.855013
SIM00809,36.326350,2.93686544,2.07596372,-0.376661,SN II,0.5800,0.189948
SIM00810,40.815040,2.26813535,2.51964295,0.114175,SN II,0.5800,0.661220
SIM00811,8.946737,0.27993390,0.38851777,0.355888,SN II,0.5800,0.383012
SIM00812,29.698025,2.42713249,1.80908592,-0.319086,SN II,0.5800,0.014818
SIM00813,38.512179,2.83951187,2.71043707,-0.050511,SN II,0.5800,0.722641
SIM00814,7.087834,0.59670771,0.57066803,-0.048445,SN II,0.5800,0.523050
SIM00815,5.904785,0.42896369,0.38593677,-0.114761,SN II,0.5800,0.380773
SIM00816,34.650670,1.41714714,1.20927123,-0.172228,SN II,0.5800,0.384180
SIM00817,17.075377,2.69634679,3.52887685,0.292152,SN Ia,0.9100,0.050570
SIM00818,30.199974,3.21506262,2.31669445,-0.355802,SN II,0.5800,0.438344
SIM00819,6.097140,0.57415564,0.43958135,-0.289976,SN II,0.5800,0.117769
SIM00820,22.098905,1.23254891,1.24263877,0.008852,SN Ia,0.9100,0.118310
SIM00821,3.987835,0.17384405,0.23566505,0.330338,SN II,0.5800,0.554788
SIM00822,4.146743,0.20129295,0.22021653,0.097553,SN II,0.5800,0.870216
SIM00823,43.348260,2.40781155,3.27603363,0.334315,SN II,0.5800,0.524840
SIM00824,11.548443,1.23963189,1.05203733,-0.178154,SN II,0.5800,0.083080
SIM00825,12.673343,2.35143351,2.84976873,0.208692,SN Ia,0.9100,0.074435
SIM00826,20.932636,1.45434482,1.69293593,0.164933,SN Ia,0.9100,0.361235
SIM00827,6.267129,0.78208015,0.64598330,-0.207575,SN II,0.5800,0.010880
SIM00828,29.730748,1.46550233,1.50831340,0.031263,SN II,0.5800,0.740457
SIM00829,24.633601,2.16230886,2.42924571,0.126384,SN Ia,0.9100,0.651136
SIM00830,7.381582,1.42179553,1.73211821,0.214351,SN II,0.5800,0.857317
SIM00831,17.179996,2.20173447,1.89089977,-0.165241,SN Ia,0.9100,0.597957
SIM00832,40.669881,1.06396891,0.77152211,-0.348951,SN II,0.5800,0.439016
SIM00833,7.181327,0.52895772,0.58625023,0.111655,SN II,0.5800,0.939442
SIM00834,18.687648,1.31855246,1.79834374,0.336938,SN Ia,0.9100,0.233101
SIM00835,21.990247,4.65075789,4.85758834,0.047242,SN Ia,0.9100,0.991853
SIM00836,28.333691,3.07592388,2.58788464,-0.187577,SN II,0.5800,0.999582
SIM00837,21.089450,3.02064232,2.79484500,-0.084354,SN Ia,0.9100,0.406979
SIM00838,16.099234,1.14823350,1.10432843,-0.042330,SN Ia,0.9100,0.162077
SIM00839,37.433215,1.49302395,1.31459723,-0.138185,SN II,0.5800,0.454160
SIM00840,25.722464,2.29488879,1.99267012,-0.153316,SN II,0.5800,0.120536
SIM00841,43.251011,1.03549587,1.10336660,0.068929,SN II,0.5800,0.581413
SIM00842,40.007150,1.03635232,0.84696006,-0.219111,SN II,0.5800,0.585589
SIM00843,20.906420,3.75645643,4.36948508,0.164130,SN Ia,0.9100,0.860221
SIM00844,43.105027,3.50849032,3.45735467,-0.015941,SN II,0.5800,0.051591
SIM00845,41.250142,0.71136085,0.64217916,-0.111084,SN II,0.5800,0.288970
SIM00846,43.543314,4.12793607,4.41923622,0.074036,AGN flare,0.6700,0.848815
SIM00847,36.510079,3.99329860,3.12123162,-0.267514,SN II,0.5800,0.243746
SIM00848,29.957385,5.04288394,6.70269482,0.308926,SN II,0.5800,0.962375
SIM00849,9.478140,0.75634075,0.83138527,0.102712,SN II,0.5800,0.181525
SIM00850,31.452382,1.62732644,1.55635499,-0.048415,SN II,0.5800,0.523864
SIM00851,30.805563,2.11753844,2.40758923,0.139378,SN II,0.5800,0.471682
SIM00852,30.572800,1.88135119,1.94295147,0.034980,SN II,0.5800,0.677938
SIM00853,32.201405,2.44229476,3.34824446,0.342548,SN II,0.5800,0.785691
SIM00854,11.247888,1.94562965,1.64406883,-0.182850,SN II,0.5800,0.409118
SIM00855,43.310008,3.18254646,3.86579888,0.211161,SN II,0.5800,0.359678
SIM00856,30.186798,2.45300105,2.09927491,-0.169071,SN II,0.5800,0.214943
SIM00857,12.705236,0.40921558,0.40278992,-0.017184,SN Ia,0.9100,0.420786
SIM00858,4.422929,0.44399189,0.49010997,0.107296,SN II,0.5800,0.355681
SIM00859,31.995164,1.90077237,1.97146769,0.039649,SN II,0.5800,0.017613
SIM00860,30.742365,1.68320919,2.31228695,0.344759,SN II,0.5800,0.766778
SIM00861,37.763753,4.48356500,5.35080466,0.191989,AGN flare,0.6700,0.966322
SIM00862,9.637331,1.07577829,0.94564752,-0.139984,SN II,0.5800,0.821574
SIM00863,27.449550,6.80369634,7.56682727,0.115422,SN II,0.5800,0.198317
SIM00864,1.660209,0.05179049,0.04613014,-0.125663,kilonova,0.7200,0.070051
SIM00865,1.208988,0.01566884,0.01101135,-0.382990,kilonova,0.7200,0.229970
SIM00866,12.665881,3.24451046,2.31503003,-0.366481,SN II,0.5800,0.114228
SIM00867,42.122751,2.89176377,2.70307578,-0.073261,SN II,0.5800,0.522325
SIM00868,15.087008,1.81370460,1.59780438,-0.137607,SN Ia,0.9100,0.054980
SIM00869,4.692809,0.08954660,0.10179990,0.139246,SN II,0.5800,0.696627
SIM00870,12.569819,2.78047507,2.61139159,-0.068118,SN Ia,0.9100,0.491791
SIM00871,9.289312,1.63790196,1.20529139,-0.332990,SN II,0.5800,0.153921
SIM00872,31.475829,3.65915416,3.14902932,-0.163010,SN II,0.5800,0.797152
SIM00873,36.287745,1.88251515,1.56984332,-0.197205,SN II,0.5800,0.707763
SIM00874,36.376522,3.03884956,2.32570980,-0.290384,SN II,0.5800,0.663455
SIM00875,25.861231,1.15877602,1.28362972,0.111101,SN II,0.5800,0.107896
SIM00876,28.894270,1.63512352,1.62929167,-0.003879,SN II,0.5800,0.533152
SIM00877,32.874853,1.86651737,1.59528510,-0.170484,SN II,0.5800,0.290806
SIM00878,29.150906,4.67934289,6.22950085,0.310671,SN II,0.5800,0.204638
SIM00879,14.690035,1.70184742,1.37873835,-0.228597,SN II,0.5800,0.226311
SIM00880,34.938247,5.86717622,8.04446559,0.342670,AGN flare,0.6700,0.794358
SIM00881,14.625875,1.95696305,1.44611657,-0.328448,SN II,0.5800,0.609212
SIM00882,4.922029,0.15071462,0.12145738,-0.234329,SN II,0.5800,0.931666
SIM00883,39.600353,1.98097538,1.55250907,-0.264612,SN II,0.5800,0.506798
SIM00884,23.936949,3.29936372,3.53191332,0.073950,SN Ia,0.9100,0.775428
SIM00885,5.673494,0.17627849,0.18305981,0.040984,SN II,0.5800,0.252601
SIM00886,30.415382,1.75108875,1.81032418,0.036120,SN II,0.5800,0.712336
SIM00887,34.894118,2.65020299,3.57591484,0.325270,SN II,0.5800,0.933918
SIM00888,28.224769,1.65652797,1.89799261,0.147739,SN II,0.5800,0.278591
SIM00889,2.644602,0.22998785,0.18175167,-0.255566,kilonova,0.7200,0.465868
SIM00890,28.251221,1.21933608,1.49426827,0.220763,SN II,0.5800,0.770762
SIM00891,20.243555,1.23072752,0.94252649,-0.289671,SN II,0.5800,0.963523
SIM00892,3.253951,0.14422544,0.11459128,-0.249726,SN II,0.5800,0.106549
SIM00893,4.108134,0.14206903,0.18229792,0.270706,SN II,0.5800,0.169113
SIM00894,8.642060,1.07202957,1.00408716,-0.071088,SN II,0.5800,0.123269
SIM00895,11.684352,1.22811266,1.08282477,-0.136700,SN II,0.5800,0.740655
SIM00896,40.236832,4.65929071,6.38079724,0.341388,AGN flare,0.6700,0.604052
SIM00897,13.703078,2.19977587,2.67007669,0.210363,SN Ia,0.9100,0.129635
SIM00898,9.520962,0.86006888,1.09175923,0.258984,SN II,0.5800,0.338851
SIM00899,11.908619,1.01540713,1.41486647,0.360188,SN II,0.5800,0.148523
SIM00900,38.599230,1.56504218,1.91141817,0.217074,SN II,0.5800,0.341600
SIM00901,9.251026,1.25200017,1.63278472,0.288311,SN II,0.5800,0.574892
SIM00902,1.458273,0.04492588,0.05973252,0.309286,SN II,0.5800,0.952020
SIM00903,15.390680,4.15138542,3.67888993,-0.131191,SN Ia,0.9100,0.365839
SIM00904,17.484568,1.72039366,1.33703727,-0.273711,SN II,0.5800,0.227143
SIM00905,41.019497,3.34759128,4.42251639,0.302343,AGN flare,0.6700,0.755587
SIM00906,11.752385,3.00431264,4.18635756,0.360228,SN II,0.5800,0.728062
SIM00907,34.212954,3.24749803,3.76434574,0.160352,SN II,0.5800,0.380671
SIM00908,37.946908,1.93239104,1.80772518,-0.072407,SN II,0.5800,0.820610
SIM00909,16.192241,4.50226772,5.92133396,0.297471,SN Ia,0.9100,0.139088
SIM00910,42.283032,5.00559216,5.79007192,0.158071,AGN flare,0.6700,0.048001
SIM00911,39.286821,3.26892032,3.06467489,-0.070050,SN II,0.5800,0.782909
SIM00912,35.418405,3.16698396,2.97160427,-0.069137,SN II,0.5800,0.249345
SIM00913,5.417490,0.13213900,0.16617585,0.248842,SN II,0.5800,0.227095
SIM00914,4.108762,0.14229956,0.11937627,-0.190714,SN II,0.5800,0.462068
SIM00915,18.681156,5.50253924,5.04537356,-0.094175,SN Ia,0.9100,0.632301
SIM00916,40.368297,4.62434288,5.61217242,0.210202,AGN flare,0.6700,0.311524
SIM00917,39.453600,1.87015387,2.07819200,0.114521,SN II,0.5800,0.829214
SIM00918,23.815540,2.75963759,3.63257536,0.298406,SN Ia,0.9100,0.665536
SIM00919,10.149082,0.81323243,1.11499374,0.342644,SN II,0.5800,0.695905
SIM00920,6.493731,0.35698961,0.39754710,0.116833,SN II,0.5800,0.432363
SIM00921,32.568954,1.57345723,1.67821197,0.069980,SN II,0.5800,0.820412
SIM00922,35.710233,1.84086695,2.24838058,0.217119,SN II,0.5800,0.801724
SIM00923,10.636352,2.91597561,2.92597052,0.003715,SN II,0.5800,0.380592
SIM00924,32.233606,3.27655704,2.98571233,-0.100924,SN II,0.5800,0.329036
SIM00925,33.216983,2.21687139,2.32819333,0.053196,SN II,0.5800,0.668443
SIM00926,7.303206,1.65023857,1.80332705,0.096319,SN II,0.5800,0.795212
SIM00927,9.067061,1.53405048,1.88944062,0.226234,SN II,0.5800,0.868470
SIM00928,16.915341,2.31204066,1.65633661,-0.362117,SN II,0.5800,0.502403
SIM00929,40.541250,7.40691764,7.83324904,0.060761,AGN flare,0.6700,0.932626
SIM00930,25.638450,2.14203111,2.70406549,0.252979,SN II,0.5800,0.423851
SIM00931,27.492939,1.71886448,1.70887720,-0.006327,SN II,0.5800,0.513224
SIM00932,21.604734,0.61228320,0.57440977,-0.069326,SN Ia,0.9100,0.716904
SIM00933,33.927709,1.62385285,1.72400540,0.064980,SN II,0.5800,0.175459
SIM00934,27.528548,3.15505618,3.50166304,0.113168,SN II,0.5800,0.720792
SIM00935,33.965532,5.27474446,4.69861964,-0.125578,AGN flare,0.6700,0.838353
SIM00936,41.704230,2.27695341,2.29935366,0.010629,SN II,0.5800,0.086339
SIM00937,4.063945,0.36954324,0.29544066,-0.242988,SN II,0.5800,0.459971
SIM00938,29.103210,4.29090390,5.30616994,0.230581,SN II,0.5800,0.245117
SIM00939,9.750371,0.57819323,0.65494682,0.135333,SN II,0.5800,0.303188
SIM00940,8.124819,0.26700164,0.22299595,-0.195542,SN II,0.5800,0.315790
SIM00941,23.200683,1.86581814,1.88051718,0.008520,SN Ia,0.9100,0.972986
SIM00942,22.394935,4.47008217,3.74847129,-0.191153,SN Ia,0.9100,0.591968
SIM00943,7.364702,0.19899180,0.23698695,0.189723,SN II,0.5800,0.966994
SIM00944,18.749433,1.96900775,1.86345561,-0.059821,SN Ia,0.9100,0.690701
SIM00945,18.244297,2.13966469,2.35534375,0.104271,SN Ia,0.9100,0.006412
SIM00946,38.377952,3.45482037,3.94183698,0.143183,SN II,0.5800,0.920229
SIM00947,18.672441,1.81955708,1.97959463,0.091526,SN Ia,0.9100,0.662737
SIM00948,33.342231,2.97196081,2.84147316,-0.048749,SN II,0.5800,0.851575
SIM00949,35.804726,4.47865853,4.20116665,-0.069445,AGN flare,0.6700,0.944835
SIM00950,25.173150,1.75418081,1.36965087,-0.268661,SN II,0.5800,0.897525
SIM00951,36.221755,1.13238988,1.17285529,0.038121,SN II,0.5800,0.495699
SIM00952,16.991684,2.86816213,3.07575617,0.075871,SN Ia,0.9100,0.929388
SIM00953,29.123453,2.59910364,2.52368680,-0.031970,SN II,0.5800,0.609148
SIM00954,35.582363,2.00839184,1.95094213,-0.031510,SN II,0.5800,0.362859
SIM00955,41.170822,2.46437643,2.29841999,-0.075694,SN II,0.5800,0.821448
SIM00956,8.049858,0.41358126,0.34542452,-0.195519,SN II,0.5800,0.059477
SIM00957,36.445377,1.28969467,0.95477641,-0.326463,SN II,0.5800,0.263835
SIM00958,33.270449,6.34322293,8.64491734,0.336127,AGN flare,0.6700,0.550894
SIM00959,41.565758,2.46094817,2.47035817,0.004144,SN II,0.5800,0.192933
SIM00960,33.914198,4.14334116,3.17055942,-0.290537,AGN flare,0.6700,0.872927
SIM00961,34.155564,5.88777902,4.27845744,-0.346661,AGN flare,0.6700,0.055946
SIM00962,6.466143,0.28522780,0.32546528,0.143282,SN II,0.5800,0.112336
SIM00963,8.129283,0.56118835,0.65700588,0.171152,SN II,0.5800,0.969557
SIM00964,16.868217,3.41613722,3.32605271,-0.029015,SN Ia,0.9100,0.253313
SIM00965,11.236389,3.42101480,4.08506818,0.192611,SN II,0.5800,0.175100
SIM00966,8.915553,0.45041951,0.54772030,0.212354,SN II,0.5800,0.058935
SIM00967,24.329347,1.69343483,1.70648319,0.008334,SN Ia,0.9100,0.790915
SIM00968,26.330132,4.48212329,5.02314781,0.123730,SN II,0.5800,0.336981
SIM00969,18.420970,5.65439495,7.57906502,0.318074,SN Ia,0.9100,0.560817
SIM00970,7.268685,0.34663569,0.41023376,0.182895,SN II,0.5800,0.004601
SIM00971,36.290675,4.54576619,3.19988942,-0.381180,AGN flare,0.6700,0.798083
SIM00972,19.220561,3.49875548,4.23303182,0.206845,SN Ia,0.9100,0.408785
SIM00973,43.237579,7.42307555,8.39280775,0.133308,AGN flare,0.6700,0.316345
SIM00974,17.570355,2.63858493,3.31022272,0.246215,SN Ia,0.9100,0.788132
SIM00975,37.134606,6.44614689,5.94844868,-0.087241,AGN flare,0.6700,0.757555
SIM00976,12.540749,1.07689360,1.40036015,0.285167,SN Ia,0.9100,0.488742
SIM00977,13.104912,1.29104838,1.74439684,0.326757,SN Ia,0.9100,0.756949
SIM00978,7.559670,1.01191204,1.35095204,0.313743,SN II,0.5800,0.586522
SIM00979,19.800383,2.11254464,2.62791404,0.237013,SN Ia,0.9100,0.102901
SIM00980,13.171981,1.33884478,1.35124044,0.010006,SN Ia,0.9100,0.726376
SIM00981,12.290572,2.35276323,1.80763720,-0.286167,SN II,0.5800,0.493856
SIM00982,32.759384,2.62187150,2.34534289,-0.121013,SN II,0.5800,0.370513
SIM00983,41.477513,7.86235133,7.85236957,-0.001379,AGN flare,0.6700,0.571757
SIM00984,36.573487,4.12181586,5.37694975,0.288618,AGN flare,0.6700,0.401256
SIM00985,42.800053,1.66818718,2.04249155,0.219789,SN II,0.5800,0.144896
SIM00986,30.900083,2.47725808,2.67212689,0.082215,SN II,0.5800,0.740387
SIM00987,6.770825,0.57714175,0.50463650,-0.145760,SN II,0.5800,0.814930
SIM00988,2.463450,0.04176415,0.05412535,0.281493,SN II,0.5800,0.893234
SIM00989,2.514071,0.08161845,0.09819415,0.200743,SN II,0.5800,0.729140
SIM00990,16.101937,2.11243329,1.68073424,-0.248210,SN II,0.5800,0.814694
SIM00991,6.283858,0.31679751,0.29634492,-0.072461,SN II,0.5800,0.163795
SIM00992,41.916104,4.16605546,3.64583897,-0.144819,AGN flare,0.6700,0.912610
SIM00993,10.730859,2.15073124,2.96745653,0.349496,SN II,0.5800,0.771166
SIM00994,28.755933,4.94779129,4.99964548,0.011320,SN II,0.5800,0.098335
SIM00995,41.204888,5.36188890,6.54851882,0.217063,AGN flare,0.6700,0.232033
SIM00996,21.386266,6.30894668,8.49349736,0.322824,SN Ia,0.9100,0.160498
SIM00997,31.090407,3.17620270,2.59629686,-0.218885,SN II,0.5800,0.137098
SIM00998,21.692210,2.11406194,2.02392283,-0.047309,SN Ia,0.9100,0.554035
SIM00999,34.522685,2.20576983,2.91217780,0.301644,SN II,0.5800,0.367678
SIM01000,43.230216,2.84222453,3.14805677,0.110960,SN II,0.5800,0.966816
SIM01001,17.941619,2.06236421,1.48503547,-0.356571,SN II,0.5800,0.204573
SIM01002,6.455711,0.45714266,0.50016692,0.097658,SN II,0.5800,0.948229
SIM01003,31.160323,4.32507145,4.94707566,0.145888,AGN flare,0.6700,0.543236
SIM01004,38.952897,3.27965386,3.68426457,0.126307,SN II,0.5800,0.300281
SIM01005,43.646611,3.43070644,2.55609888,-0.319515,SN II,0.5800,0.009841
SIM01006,25.339045,2.10078680,1.64431467,-0.265993,SN II,0.5800,0.836836
SIM01007,30.438796,6.20647887,8.65482632,0.361033,AGN flare,0.6700,0.678213
SIM01008,32.380550,0.62149217,0.62061130,-0.001540,SN II,0.5800,0.969065
SIM01009,14.771992,0.89389941,0.88587145,-0.009795,SN Ia,0.9100,0.902530
SIM01010,26.938229,1.89870608,1.59854040,-0.186835,SN II,0.5800,0.179240
SIM01011,37.620706,2.61623294,2.32116493,-0.129926,SN II,0.5800,0.880484
SIM01012,23.684726,3.83325867,3.77019669,-0.018010,SN Ia,0.9100,0.697428
SIM01013,3.960382,0.47091708,0.36606813,-0.273456,SN II,0.5800,0.746249
SIM01014,12.897774,0.81037706,0.94269248,0.164207,SN Ia,0.9100,0.953552
SIM01015,44.733333,5.72049511,6.62093481,0.158714,AGN flare,0.6700,0.161125
SIM01016,32.946948,2.96687535,3.94611796,0.309677,SN II,0.5800,0.255069
SIM01017,7.233199,0.22376986,0.24882606,0.115236,SN II,0.5800,0.800866
SIM01018,8.041562,0.86236840,0.94198650,0.095880,SN II,0.5800,0.412698
SIM01019,24.917856,0.62768811,0.62509198,-0.004500,SN Ia,0.9100,0.236755
SIM01020,34.300634,3.21445949,2.79347105,-0.152409,SN II,0.5800,0.092583
SIM01021,22.007717,2.07164820,2.55968307,0.229675,SN Ia,0.9100,0.222320
SIM01022,30.480272,4.44443049,4.67626971,0.055209,AGN flare,0.6700,0.923645
SIM01023,27.577570,0.98705977,0.74771396,-0.301520,SN II,0.5800,0.331636
SIM01024,4.909313,0.34421303,0.31528693,-0.095303,SN II,0.5800,0.512166
SIM01025,42.211635,1.29710934,1.18522193,-0.097942,SN II,0.5800,0.324292
SIM01026,41.035976,3.67846748,3.00227153,-0.220542,SN II,0.5800,0.045416
SIM01027,6.386582,0.87365950,0.70732266,-0.229312,SN II,0.5800,0.625186
SIM01028,3.569042,0.14159245,0.10926991,-0.281349,SN II,0.5800,0.742497
SIM01029,32.538025,2.05120193,2.39727442,0.169273,SN II,0.5800,0.433301
SIM01030,30.094054,2.53902177,1.78365903,-0.383386,SN II,0.5800,0.222725
SIM01031,18.528369,0.83616682,0.98768510,0.180814,SN Ia,0.9100,0.993854
SIM01032,15.738619,1.88516252,1.61334808,-0.169052,SN Ia,0.9100,0.400757
SIM01033,31.290785,1.81136190,1.35728872,-0.313332,SN II,0.5800,0.543014
SIM01034,44.586718,2.44982655,2.57626322,0.054637,SN II,0.5800,0.488443
SIM01035,9.536826,1.26100448,1.59660923,0.256205,SN II,0.5800,0.291942
SIM01036,42.091195,4.26489098,3.40725971,-0.243757,AGN flare,0.6700,0.483676
SIM01037,6.590401,0.83839919,0.92617874,0.108110,SN II,0.5800,0.976299
SIM01038,2.989945,0.21268961,0.16568954,-0.271128,kilonova,0.7200,0.322040
SIM01039,3.365328,0.21775629,0.20547097,-0.063051,SN II,0.5800,0.695474
SIM01040,17.135693,2.20052024,3.04708468,0.353398,SN Ia,0.9100,0.437940
SIM01041,1.158375,0.01242508,0.01621852,0.289280,SN II,0.5800,0.636732
SIM01042,7.836575,1.37503413,1.07341134,-0.268868,SN II,0.5800,0.380588
SIM01043,30.545967,0.61288261,0.58073162,-0.058505,SN II,0.5800,0.874654
SIM01044,44.839507,3.64480926,4.55689201,0.242485,AGN flare,0.6700,0.865110
SIM01045,26.881971,6.02491128,8.21489230,0.336628,SN II,0.5800,0.565852
SIM01046,9.647690,1.07497036,1.00635756,-0.071610,SN II,0.5800,0.373700
SIM01047,23.461858,2.28802053,2.04592960,-0.121423,SN Ia,0.9100,0.502888
SIM01048,23.171154,3.32810518,2.76168102,-0.202559,SN II,0.5800,0.531828
SIM01049,13.134751,2.83370258,3.53283369,0.239422,SN Ia,0.9100,0.517393
SIM01050,11.954352,2.29791180,2.21202185,-0.041360,SN II,0.5800,0.290397
SIM01051,18.689211,4.51892546,4.68975436,0.040287,SN Ia,0.9100,0.731113
SIM01052,10.368374,0.94273033,0.86210460,-0.097069,SN II,0.5800,0.359462
SIM01053,34.207361,2.78573907,2.40594088,-0.159139,SN II,0.5800,0.784392
SIM01054,29.802008,4.72392420,5.59997593,0.184708,SN II,0.5800,0.272793
SIM01055,3.678315,0.06778196,0.09309080,0.344482,SN II,0.5800,0.524774
SIM01056,30.488986,7.15979831,6.16109277,-0.163108,AGN flare,0.6700,0.336914
SIM01057,5.776922,0.75803616,0.78939143,0.044006,SN II,0.5800,0.369263
SIM01058,12.873783,2.06520497,2.74004161,0.306985,SN Ia,0.9100,0.848840
SIM01059,39.177005,2.74316718,2.52325455,-0.090728,SN II,0.5800,0.974199
SIM01060,9.068192,0.42074830,0.56609661,0.322170,SN II,0.5800,0.852732
SIM01061,15.585880,4.49000820,4.48576980,-0.001025,SN Ia,0.9100,0.192302
SIM01062,35.000359,1.54354262,2.05592553,0.311222,SN II,0.5800,0.439531
SIM01063,18.489057,2.03684099,1.45465351,-0.365494,SN II,0.5800,0.390056
SIM01064,17.688445,0.86595667,1.06761493,0.227296,SN Ia,0.9100,0.332954
SIM01065,30.901513,2.42157312,1.72964471,-0.365352,SN II,0.5800,0.674341
SIM01066,27.883445,1.59843364,2.07594101,0.283801,SN II,0.5800,0.909271
